index	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
Uniq349	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B	gg2+d__Bacteria;p__Firmicutes_D;c__Bacilli;o__RF39;f__UBA660;g__UBA6448;s__UBA6448 MJ006-2-barcode64-umi121031bins-ubs-4																														
Uniq350	gg2+d__Bacteria;p__Firmicutes_D;c__Bacilli;o__RF39;f__UBA660;g__UMGS1449;s__UMGS1449 MJ006-2-barcode64-umi100783bins-ubs-5	gtdb+d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides																														
Uniq351	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira MJ006-2-barcode64-umi84768bins-ubs-5	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq352	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas MJ006-2-barcode64-umi113367bins-ubs-5																														
Uniq353	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Faecousia;s__Faecousia MJ006-2-barcode64-umi156676bins-ubs-3	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq354	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__ MJ006-2-barcode64-umi139478bins-ubs-3	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus																														
Uniq355	gg2+d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella MJ006-2-barcode64-umi130157bins-ubs-4	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq356	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus MJ006-2-barcode64-umi129254bins-ubs-4																														
Uniq357	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Faecousia;s__Faecousia MJ006-2-barcode64-umi271597bins-ubs-3	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq358	gg2+d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1732;s__ MJ006-2-barcode64-umi108062bins-ubs-4	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B																														
Uniq359	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium;s__ MJ006-2-barcode58-umi132687bins-ubs-4																														
Uniq360	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter_164117;s__Agathobacter MJ006-2-barcode58-umi252167bins-ubs-3	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq361	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 MJ006-2-barcode58-umi45610bins-ubs-9	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella																														
Uniq362	gg2+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales_650611;f__Pseudomonadaceae;g__Pseudomonas_E_647464;s__Pseudomonas_E_647464 MJ006-2-barcode58-umi75254bins-ubs-6	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella																														
Uniq363	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__ MJ006-2-barcode58-umi135524bins-ubs-4																														
Uniq364	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E MJ006-2-barcode58-umi103783bins-ubs-5	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria																														
Uniq365	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 MJ006-2-barcode57-umi144765bins-ubs-3																														
Uniq366	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_H;s__Bacteroides_H MJ006-2-barcode57-umi12532bins-ubs-17																														
Uniq367	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger_A_73129;s__Gemmiger_A_73129 MJ006-2-barcode57-umi140922bins-ubs-3																														
Uniq368	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira MJ006-2-barcode57-umi19801bins-ubs-12																														
Uniq369	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	human_related+gut	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas MJ006-2-barcode57-umi45104bins-ubs-9	human_related+oral																												
Uniq370	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_H;s__Bacteroides_H MJ006-2-barcode57-umi149782bins-ubs-3																														
Uniq371	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter_164117;s__Agathobacter MJ006-2-barcode57-umi55916bins-ubs-7																														
Uniq372	gg2+d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A MJ006-2-barcode56-umi147320bins-ubs-3	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq373	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	gg2+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Enterobacteriaceae_A;g__Escherichia_710834;s__ MJ006-2-barcode56-umi144444bins-ubs-3																														
Uniq374	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola_A_858004;s__Phocaeicola_A_858004 MJ006-2-barcode67-umi85426bins-ubs-5																														
Uniq375	gtdb+d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Enterenecus;s__Enterenecus MJ006-2-barcode67-umi181314bins-ubs-3																														
Uniq376	gg2+d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__Merdibacter MJ006-2-barcode67-umi351bins-ubs-102	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria																														
Uniq377	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 MJ006-2-barcode55-umi8217bins-ubs-22																														
Uniq378	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A_141781;s__Blautia_A_141781 MJ006-2-barcode55-umi148631bins-ubs-3																														
Uniq379	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes MJ006-2-barcode55-umi27021bins-ubs-13	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria																														
Uniq380	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A_155507;s__Mediterraneibacter_A_155507 MJ006-2-barcode70-umi100365bins-ubs-6																														
Uniq381	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira MJ006-2-barcode70-umi218710bins-ubs-3																														
Uniq382	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas MJ006-2-barcode70-umi103220bins-ubs-5	gtdb+d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D																														
Uniq383	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__;g__;s__ MJ006-2-barcode70-umi183017bins-ubs-3	gtdb+d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D																														
Uniq384	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__CAG-74;g__SFMI01;s__ MJ006-2-barcode70-umi150508bins-ubs-3																														
Uniq385	gtdb+d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A MJ006-2-barcode70-umi58785bins-ubs-7																														
Uniq386	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium MJ006-2-barcode71-umi29312bins-ubs-11	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq387	gtdb+d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas MJ006-2-barcode71-umi61022bins-ubs-7																														
Uniq388	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens MJ006-2-barcode71-umi167210bins-ubs-4	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus																														
Uniq389	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A_141781;s__Blautia_A_141781 MJ006-2-barcode71-umi112566bins-ubs-4																														
Uniq390	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium MJ006-2-barcode71-umi103003bins-ubs-5																														
Uniq391	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__;s__ MJ006-2-barcode71-umi100496bins-ubs-5																														
Uniq392	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum MJ006-2-barcode71-umi254170bins-ubs-3																														
Uniq393	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A MJ006-2-barcode71-umi23139bins-ubs-12																														
Uniq394	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium MJ006-2-barcode71-umi122295bins-ubs-4	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus																														
Uniq395	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter MJ006-2-barcode71-umi52183bins-ubs-7																														
Uniq396	gtdb+d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__;s__ MJ006-2-barcode71-umi125948bins-ubs-3																														
Uniq397	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes MJ006-2-barcode71-umi47317bins-ubs-8	gtdb+d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium																														
Uniq398	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_H;s__Bacteroides_H MJ006-2-barcode71-umi49284bins-ubs-8	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq399	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium MJ006-2-barcode71-umi139362bins-ubs-3	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter																														
Uniq400	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G MJ006-1-barcode28-umi117507bins-ubs-4	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq401	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia MJ006-1-barcode28-umi104003bins-ubs-4	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq402	human_related+oral	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__ MJ006-1-barcode28-umi158168bins-ubs-3																													
Uniq403	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Vescimonas;s__ MJ006-1-barcode28-umi132890bins-ubs-3	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia																														
Uniq404	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia	gg2+d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus MJ006-1-barcode28-umi104000bins-ubs-4																														
Uniq405	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter_164117;s__Agathobacter MJ006-1-barcode28-umi163485bins-ubs-3																														
Uniq406	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes MJ006-1-barcode28-umi162907bins-ubs-3																														
Uniq407	gg2+d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus MJ006-1-barcode28-umi92548bins-ubs-5	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria																														
Uniq408	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A MJ006-1-barcode28-umi136453bins-ubs-4																														
Uniq409	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A_141781;s__ MJ006-1-barcode28-umi99064bins-ubs-4	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq410	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A_155507;s__Mediterraneibacter_A_155507 MJ006-1-barcode28-umi64880bins-ubs-6	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio																														
Uniq411	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium MJ006-1-barcode28-umi106262bins-ubs-4	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq412	gg2+d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia MJ006-1-barcode28-umi119468bins-ubs-4	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria																														
Uniq413	gg2+d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter MJ006-1-barcode31-umi144739bins-ubs-4	gtdb+d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia																														
Uniq414	gtdb+d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria	gg2+d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella MJ006-1-barcode31-umi126339bins-ubs-4																														
